epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,2294.54,0.78183,0.72582,1.21794,0.80755,0.79923,0.85326,0.62151,1.06873,1.47296,1.35696,6.59078e-05,6.59078e-05,6.59078e-05
159,2308.99,0.7913,0.72594,1.22793,0.81115,0.79403,0.84796,0.61816,1.09296,1.52297,1.36292,6.14295e-05,6.14295e-05,6.14295e-05
160,2323.52,0.78516,0.72226,1.21804,0.81768,0.79685,0.8435,0.61571,1.08746,1.53265,1.35838,5.69512e-05,5.69512e-05,5.69512e-05
161,2358.2,0.67483,0.59373,1.14161,0.76517,0.76682,0.8295,0.59629,1.11216,1.67804,1.36844,5.24729e-05,5.24729e-05,5.24729e-05
162,2372.23,0.66251,0.54282,1.12666,0.74934,0.77304,0.8357,0.6091,1.0781,1.55342,1.352,4.79946e-05,4.79946e-05,4.79946e-05
163,2386.35,0.65665,0.54219,1.13594,0.77288,0.76838,0.83742,0.6032,1.10169,1.65899,1.36788,4.35164e-05,4.35164e-05,4.35164e-05
164,2400.22,0.63472,0.50973,1.11875,0.76993,0.7807,0.84174,0.61342,1.10407,1.54658,1.37261,3.90381e-05,3.90381e-05,3.90381e-05
165,2414.32,0.64374,0.51432,1.12254,0.77417,0.76979,0.84032,0.60965,1.10502,1.6221,1.3798,3.45598e-05,3.45598e-05,3.45598e-05
166,2428.44,0.63163,0.5048,1.1115,0.78573,0.76079,0.8403,0.60653,1.11618,1.6344,1.38547,3.00815e-05,3.00815e-05,3.00815e-05
167,2442.71,0.62742,0.50348,1.10831,0.77715,0.75307,0.83604,0.60995,1.11964,1.67935,1.39351,2.56032e-05,2.56032e-05,2.56032e-05
168,2457.11,0.63745,0.50699,1.11887,0.77968,0.76724,0.84348,0.61722,1.1111,1.64878,1.38422,2.11249e-05,2.11249e-05,2.11249e-05
169,2471.6,0.62307,0.49981,1.10168,0.78673,0.77642,0.84598,0.62422,1.10602,1.59033,1.37429,1.66466e-05,1.66466e-05,1.66466e-05
170,2485.91,0.62547,0.49544,1.09988,0.79304,0.76998,0.8497,0.62663,1.09218,1.56925,1.36997,1.21683e-05,1.21683e-05,1.21683e-05
